AnonRef,Gender, Standard TV , Increase offered , Total Enhanced TV Offer ,Enhancement %, Age at offer ,NUTS3, TP Liability , Buyout Liability , Accounting Liability , Retirement Quote ,Month of Offer,B.6g Gross Disposable Income,Acceptances Received
ANON287,F,168416,43784,212200,26,50.5,UKH15,247109,303262,192217,6030,February ,15890.23828,N
ANON288,F,298705,89612,388317,30,53.92,UKM38,438275,537869,340918,10694,February ,16095.20703,N
ANON289,M,33756,7844,41600,23,44.67,UKM28,55970,78377,40062,1402,February ,15234.23828,N
ANON290,F,68589,20577,89166,30,57.92,UKM37,94624,108720,76767,2213,February ,17301.26563,Y
ANON291,M,40428,4272,44700,11,43.42,UKJ13,67032,93869,47981,1679,February ,23229.64844,N
ANON292,M,41336,5164,46500,12,42.67,UKH15,68538,95977,49058,1717,February ,15890.23828,N
ANON293,F,15487,1913,17400,12,44.75,UKM22,25678,35959,18380,643,February ,15506.49609,N
ANON294,F,16952,2948,19900,17,46.33,UKM38,26444,34668,19730,673,February ,16095.20703,N
ANON295,F,35918,9182,45100,26,50.33,UKM36,52701,64676,40994,1286,February ,14616.55078,N
ANON296,M,38468,11532,50000,30,50.58,UKM36,56442,69268,43904,1377,February ,14616.55078,N
ANON297,M,25447,5853,31300,23,47.33,UKM28,39696,52041,29617,1010,February ,15234.23828,N
ANON298,F,104855,19645,124500,19,49.25,UKM35,163570,214436,122036,4162,February ,17252.75,N
ANON299,M,506678,152003,658681,30,53.67,UKM31,743424,912360,578282,18141,February ,17751.28516,Y
ANON300,M,60904,18271,79175,30,53.33,UKM36,89361,109668,69511,2181,February ,14616.55078,Y
ANON301,F,151440,45432,196872,30,56.42,UKM38,208923,240047,169496,4886,February ,16095.20703,Y
ANON302,F,27417,2742,30159,10,53.17,UKH15,40228,49369,31292,982,February ,15890.23828,N
ANON303,M,42112,10888,53000,26,49.58,UKM24,65693,86122,49012,1671,February ,17445.37891,N
ANON304,M,82766,18134,100900,22,46.17,UKM28,129112,169263,96328,3285,February ,15234.23828,N
ANON305,M,19957,1996,21953,10,41.75,UKH15,33090,46338,23685,829,February ,15890.23828,N
ANON306,M,52615,5262,57877,10,50.42,UKH15,77199,94742,60051,1884,February ,15890.23828,N
ANON307,M,32427,4073,36500,13,44.17,UKM38,53766,75291,38485,1347,February ,16095.20703,N
ANON308,F,10347,1035,11382,10,44,UKH15,17156,24024,12280,430,February ,15890.23828,N
ANON309,F,174468,17447,191915,10,43.75,UKH15,289279,405093,207061,7246,February ,15890.23828,N
ANON310,M,17254,5176,22430,30,50.58,UKH15,25316,31069,19692,618,February ,15890.23828,N
ANON311,M,41886,12566,54452,30,50.83,UKK12,61457,75423,47805,1500,February ,18320.59766,N
ANON312,F,73838,20662,94500,28,51.17,UKH15,108339,132958,84273,2644,February ,15890.23828,N
ANON313,M,43771,13131,56902,30,57.33,UKH15,60386,69381,48990,1412,February ,15890.23828,N
ANON314,M,21050,3350,24400,16,45.17,UKM35,32837,43049,24499,836,February ,17252.75,N
ANON315,M,49428,14828,64256,30,49.92,UKM35,77106,101084,57527,1962,February ,17252.75,N
ANON316,M,33260,8040,41300,24,48,UKH15,51884,68019,38710,1320,February ,15890.23828,N
ANON317,M,28218,2822,31040,10,43.83,UKH15,46787,65519,33490,1172,February ,15890.23828,Y
ANON318,M,63267,8733,72000,14,44.67,UKH15,104901,146898,75086,2627,February ,15890.23828,Y
ANON319,F,90333,27100,117433,30,53.75,UKH15,132541,162660,103099,3234,February ,15890.23828,Y
ANON320,M,121579,25421,147000,21,47.92,UKH15,189659,248638,141501,4826,February ,15890.23828,N
ANON321,F,19006,2894,21900,15,46.08,UKH15,29649,38869,22120,754,February ,15890.23828,N
ANON322,F,290052,55848,345900,19,49.58,UKM38,452470,593178,337580,11513,February ,16095.20703,Y
ANON323,M,15057,4443,19500,30,50.33,UKM38,22092,27113,17185,539,February ,16095.20703,N
ANON324,M,32107,9632,41739,30,57.75,UKH15,44294,50893,35935,1036,February ,15890.23828,Y
ANON325,M,19837,5951,25788,30,55.33,UKM36,27367,31444,22202,640,February ,14616.55078,N
ANON326,F,41731,6069,47800,15,44.92,UKM38,69193,96894,49527,1733,February ,16095.20703,N
ANON327,F,13696,4109,17805,30,53.08,UKM38,20095,24662,15632,490,February ,16095.20703,N
ANON328,M,184966,55490,240456,30,54.83,UKM38,271392,333063,211106,6622,February ,16095.20703,Y
ANON329,M,515209,154563,669772,30,55.92,UKM34,710771,816657,576637,16621,February ,14593.86719,Y
ANON330,M,34920,3492,38412,10,37.67,UKM28,61525,92023,42260,1518,February ,15234.23828,N
ANON331,F,80426,13074,93500,16,46,UKM35,125462,164477,93605,3192,February ,17252.75,N
ANON332,M,88266,18434,106700,21,45.83,UKH35,137692,180510,102729,3503,February ,19026.00781,N
ANON333,F,192424,31476,223900,16,47.67,UKL21,300174,393521,223954,7638,February ,15993.11719,N
ANON334,M,27037,2963,30000,11,44,UKH15,44829,62777,32088,1123,February ,15890.23828,N
ANON335,M,336536,96364,432900,29,51.25,UKH15,493783,605990,384095,12049,February ,15890.23828,N
ANON336,M,397240,119172,516412,30,53.75,UKM28,582851,715298,453378,14222,February ,15234.23828,N
ANON337,M,81716,22384,104100,27,49.67,UKM38,127474,167115,95106,3243,February ,16095.20703,Y
ANON338,F,27110,4390,31500,16,45.5,UKM38,42291,55442,31552,1076,February ,16095.20703,N
ANON339,M,35613,10684,46297,30,51,UKM24,52253,64127,40646,1275,February ,17445.37891,N
ANON340,F,71574,12926,84500,18,47.08,UKM28,111653,146374,83302,2841,February ,15234.23828,N
ANON341,M,40037,8663,48700,22,47.75,UKM33,62456,81879,46597,1589,February ,14867.0625,N
ANON342,M,39770,4130,43900,10,43.33,UKM26,65941,92341,47200,1652,February ,15572.55469,N
ANON343,M,68484,20545,89029,30,53.42,UKM38,100483,123317,78162,2452,February ,16095.20703,N
ANON344,F,42175,6525,48700,15,45.08,UKM38,65791,86251,49086,1674,February ,16095.20703,N
ANON345,M,41885,4189,46074,10,38.58,UKM36,73797,110378,50689,1821,February ,14616.55078,N
ANON346,M,33633,10090,43723,30,53.33,UKJ25,49348,60562,38386,1204,February ,24442.50781,N
ANON347,F,27125,7275,34400,27,49.75,UKM28,42314,55473,31570,1077,February ,15234.23828,N
ANON348,F,49741,14922,64663,30,53.08,UKM38,72983,89567,56770,1781,February ,16095.20703,N
ANON349,M,23288,5712,29000,25,49,UKM23,36328,47626,27104,924,February ,18452.5,N
ANON350,M,12394,1239,13633,10,42.17,UKM38,20550,28777,14709,515,February ,16095.20703,N
ANON351,F,22673,6802,29475,30,53.5,UKM23,33267,40827,25877,812,February ,18452.5,N
ANON352,F,73806,7381,81187,10,40.08,UKM35,122375,171368,87594,3065,February ,17252.75,N
ANON353,M,56135,15865,72000,28,49.17,UKM38,87569,114800,65333,2228,February ,16095.20703,N
ANON354,M,52163,15649,67812,30,56.83,UKM36,71963,82684,58382,1683,February ,14616.55078,N
ANON355,M,12060,1206,13266,10,40.33,UKM36,19996,28002,14313,501,February ,14616.55078,N
ANON356,M,20726,4974,25700,24,46.17,UKM38,32332,42386,24122,823,February ,16095.20703,N
ANON357,M,46228,13868,60096,30,52.5,UKM38,67828,83241,52761,1655,February ,16095.20703,N
ANON358,M,342292,102688,444980,30,53.83,UKM35,502228,616355,390665,12255,February ,17252.75,N
ANON359,F,60896,11404,72300,19,47.42,UKH15,94995,124537,70874,2417,February ,15890.23828,N
ANON360,F,18868,1887,20755,10,42.42,UKM38,31284,43809,22393,784,February ,16095.20703,Y
ANON361,M,45671,13701,59372,30,57.08,UKM36,63007,72393,51116,1473,February ,14616.55078,Y
ANON362,M,392701,117810,510511,30,58.08,UKH15,541762,622470,439523,12669,February ,15890.23828,N
ANON363,F,189752,56848,246600,30,52.75,UKH15,278414,341681,216568,6794,February ,15890.23828,N
ANON365,M,16003,1600,17603,10,45.83,UKM36,24964,32727,18625,635,February ,14616.55078,N
ANON366,M,201532,60460,261992,30,56.42,UKH15,278029,319448,225561,6502,February ,15890.23828,Y
ANON367,F,297182,75418,372600,25,51.33,UKM35,436041,535127,339180,10640,February ,17252.75,N
ANON368,M,20278,6083,26361,30,54.42,UKM36,29753,36514,23144,726,February ,14616.55078,N
ANON369,M,55743,12857,68600,23,47.08,UKH15,86957,113999,64877,2213,February ,15890.23828,N
ANON370,F,17614,2386,20000,14,45.67,UKM28,27477,36022,20500,699,February ,15234.23828,N
ANON371,F,11865,2235,14100,19,48.67,UKH15,18509,24265,13809,471,February ,15890.23828,N
ANON372,M,42022,4202,46224,10,53.58,UKH15,61657,75668,47961,1505,February ,15890.23828,N
ANON373,M,223040,66912,289952,30,52.08,UKM34,327256,401621,254560,7985,February ,14593.86719,N
ANON374,M,29889,3911,33800,13,44.67,UKM36,49558,69399,35473,1241,February ,14616.55078,N
ANON375,F,18315,3485,21800,19,48,UKM36,28571,37456,21316,727,February ,14616.55078,N
ANON376,M,83389,8339,91728,10,43,UKM38,138264,193619,98967,3463,February ,16095.20703,Y
ANON377,M,67680,12820,80500,19,45.17,UKL21,105578,138411,78770,2686,February ,15993.11719,N
ANON378,M,43434,13030,56464,30,52.33,UKH15,63729,78210,49572,1555,February ,15890.23828,Y
ANON379,M,134370,26230,160600,20,47.5,UKH15,209612,274797,156388,5333,February ,15890.23828,N
ANON380,F,87981,8798,96779,10,43.67,UKM38,145878,204281,104417,3654,February ,16095.20703,N
ANON381,M,187363,56209,243572,30,53.83,UKI54,274909,337379,213841,6708,February ,17804.40234,N
ANON382,M,374544,112363,486907,30,59.5,UKM34,516713,593689,419201,12083,February ,14593.86719,Y
ANON383,F,20299,3101,23400,15,46.08,UKH15,31666,41513,23625,806,February ,15890.23828,N
ANON384,F,16839,1684,18523,10,52,UKM24,24707,30321,19219,603,February ,17445.37891,N
ANON385,M,32773,3277,36050,10,42.58,UKM28,54340,76095,38896,1361,February ,15234.23828,N
ANON386,M,21303,2130,23433,10,40.25,UKM24,35322,49463,25283,885,February ,17445.37891,N
ANON387,F,40568,12170,52738,30,52.25,UKM38,59523,73050,46301,1452,February ,16095.20703,Y
ANON388,M,84413,25324,109737,30,57.42,UKH15,116454,133803,94478,2723,February ,15890.23828,N
ANON389,F,82694,24706,107400,30,52,UKM38,121333,148905,94380,2961,February ,16095.20703,N
ANON390,F,47314,14194,61508,30,59.17,UKH15,65273,74997,52955,1526,February ,15890.23828,N
ANON391,M,13391,1339,14730,10,42.42,UKM36,22203,31092,15893,556,February ,14616.55078,N
ANON392,F,21440,6432,27872,30,58.17,UKK12,29578,33985,23996,692,February ,18320.59766,N
ANON393,F,32416,9084,41500,28,50.33,UKJ37,47562,58371,36997,1161,February ,19265.12109,N
ANON394,M,73793,22138,95931,30,54.5,UKK12,108273,132877,84221,2642,February ,18320.59766,N
ANON395,F,85170,13230,98400,16,45.58,UKM22,132862,174179,99126,3381,February ,15506.49609,Y
ANON396,F,90905,9091,99996,10,44.58,UKM28,150726,211070,107887,3775,February ,15234.23828,N
ANON397,M,143973,43192,187165,30,55.92,UKM22,198622,228211,161139,4645,February ,15506.49609,N
ANON398,M,41299,8901,50200,22,46.67,UKH35,64425,84459,48066,1639,February ,19026.00781,Y
ANON399,M,42885,4289,47174,10,36.42,UKM38,75559,113013,51899,1864,February ,16095.20703,N
ANON400,M,300052,82248,382300,27,51,UKH15,440252,540295,342456,10743,February ,15890.23828,N
ANON401,F,12656,2344,15000,19,47.08,UKM36,19743,25882,14730,502,February ,14616.55078,N
ANON402,F,24409,7323,31732,30,53.33,UKH15,35814,43953,27859,874,February ,15890.23828,N
ANON403,M,1045949,313785,1359734,30,58.75,UKH15,1442968,1657933,1170658,33744,February ,15890.23828,N
ANON404,M,48259,12241,60500,25,48.17,UKM38,75282,98693,56167,1915,February ,16095.20703,N
ANON405,M,17546,2954,20500,17,44.25,UKH15,29092,40740,20824,729,February ,15890.23828,N
ANON406,M,147692,44308,192000,30,55.42,UKH15,203753,234106,165301,4765,February ,15890.23828,N
ANON407,F,37282,8618,45900,23,49.42,UKM38,58159,76244,43391,1480,February ,16095.20703,N
ANON408,M,29913,3987,33900,13,44.5,UKK12,49598,69454,35501,1242,February ,18320.59766,N
ANON409,M,75906,22772,98678,30,51.83,UKH15,111373,136682,86633,2718,February ,15890.23828,N
ANON410,M,404751,121425,526176,30,58.83,UKH15,558386,641570,453010,13058,February ,15890.23828,N
ANON411,M,62344,14656,77000,24,46.5,UKM25,97254,127498,72560,2475,February ,19768.77734,N
ANON412,F,40055,4006,44061,10,40.08,UKM25,66414,93003,47538,1663,February ,19768.77734,N
ANON413,M,22713,2271,24984,10,42,UKM38,37660,52737,26956,943,February ,16095.20703,N
ANON414,F,49413,13187,62600,27,50.33,UKH15,72501,88977,56396,1769,February ,15890.23828,N
ANON415,M,40181,10419,50600,26,49,UKM38,62681,82173,46765,1595,February ,16095.20703,N
ANON416,F,22015,2202,24217,10,41.92,UKM38,36502,51116,26128,914,February ,16095.20703,N
ANON417,M,57746,17324,75070,30,57.08,UKH15,79665,91533,64631,1863,February ,15890.23828,N
ANON418,M,53639,16092,69731,30,53.83,UKH15,78702,96586,61219,1920,February ,15890.23828,N
ANON419,F,36195,6505,42700,18,47.08,UKH15,56463,74021,42126,1437,February ,15890.23828,N
ANON420,F,11827,2973,14800,25,50,UKM38,17353,21297,13498,423,February ,16095.20703,N
ANON421,F,90619,24581,115200,27,51.25,UKM38,132961,163175,103425,3244,February ,16095.20703,N
ANON422,F,41952,12586,54538,30,59.5,UKM38,57876,66498,46954,1353,February ,16095.20703,N
ANON423,M,32259,9678,41937,30,54.17,UKH15,47332,58088,36818,1155,February ,15890.23828,N
ANON424,F,19519,5856,25375,30,52.42,UKM38,28639,35147,22277,699,February ,16095.20703,N
ANON425,F,42428,12728,55156,30,52.67,UKM38,62253,76399,48424,1519,February ,16095.20703,N
ANON426,M,42153,12646,54799,30,50.83,UKH15,61849,75904,48110,1509,February ,15890.23828,N
ANON427,M,42299,4230,46529,10,40.33,UKM35,70134,98213,50201,1757,February ,17252.75,N
ANON428,F,24321,7296,31617,30,52.25,UKM36,35685,43794,27758,871,February ,14616.55078,N
ANON429,M,33035,6265,39300,19,46.42,UKM33,51533,67559,38448,1311,February ,14867.0625,N
ANON430,M,117716,35315,153031,30,59.67,UKG33,162398,186592,131751,3798,February ,13668.57813,N
ANON431,M,40773,12232,53005,30,51.75,UKH15,59824,73419,46535,1460,February ,15890.23828,N
ANON432,M,322535,66265,388800,21,49,UKH15,503143,659608,375385,12802,February ,15890.23828,N
ANON433,M,155742,38458,194200,25,49,UKH15,242952,318504,181262,6182,February ,15890.23828,N
ANON434,M,68353,20506,88859,30,51.5,UKH15,100291,123081,78013,2447,February ,15890.23828,N
ANON435,M,80553,8055,88608,10,42.08,UKH15,133562,187034,95602,3345,February ,15890.23828,N
ANON436,M,34652,10396,45048,30,57.75,UKH15,47805,54927,38784,1118,February ,15890.23828,N
ANON437,M,35504,7896,43400,22,48.25,UKM38,55385,72608,41322,1409,February ,16095.20703,N
ANON438,M,575755,120745,696500,21,48.42,UKH15,898156,1177461,670098,22852,February ,15890.23828,N
ANON439,F,100604,23496,124100,23,49.33,UKE42,156938,205743,117089,3993,February ,15588.34375,Y
ANON440,M,28797,2880,31677,10,47.17,UKM34,44922,58892,33516,1143,February ,14593.86719,N
ANON441,F,40214,4021,44235,10,52.83,UKD71,59004,72412,45897,1440,February ,14320.06641,Y
ANON442,F,42172,12652,54824,30,59.83,UKM38,58180,66847,47200,1361,February ,16095.20703,Y
ANON443,M,48786,7314,56100,15,44.58,UKM22,80890,113275,57900,2026,February ,15506.49609,N
ANON444,F,47060,7740,54800,16,45.17,UKM36,73412,96241,54771,1868,February ,14616.55078,N
ANON445,M,305364,91609,396973,30,53.58,UKJ37,448046,549860,348518,10933,February ,19265.12109,N
ANON446,F,21802,6541,28343,30,52.08,UKM38,31989,39258,24883,781,February ,16095.20703,N
ANON447,M,25655,2566,28221,10,40.83,UKH15,42538,59568,30448,1065,February ,15890.23828,N
ANON448,M,18881,5664,24545,30,53.25,UKH15,27703,33998,21549,676,November,15890.23828,N
ANON449,M,196014,40486,236500,21,47.58,UKM33,305775,400863,228133,7780,February ,14867.0625,N
ANON450,M,73216,21965,95181,30,52.08,UKM31,107426,131838,83563,2621,February ,17751.28516,N
ANON451,F,11474,2226,13700,19,48.08,UKM24,17899,23465,13354,455,February ,17445.37891,N
ANON452,M,47318,6082,53400,13,43.17,UKM22,78456,109867,56158,1965,February ,15506.49609,N
ANON453,M,92223,17177,109400,19,45.08,UKM36,143864,188603,107335,3660,February ,14616.55078,N
ANON454,M,245990,73797,319787,30,57.67,UKD11,339362,389919,275319,7936,February ,15980.43359,Y
ANON455,M,92305,27692,119997,30,55.67,UKM36,127342,146313,103311,2978,February ,14616.55078,N
ANON456,M,47846,12854,60700,27,49.08,UKM34,74638,97849,55686,1899,February ,14593.86719,N
ANON457,M,51269,11231,62500,22,46.5,UKM24,79978,104849,59670,2035,February ,17445.37891,N
ANON458,M,106224,21676,127900,20,46,UKJ25,165705,217236,123630,4216,February ,24442.50781,N
ANON459,F,19462,1946,21408,10,43.5,UKH15,32269,45188,23098,808,February ,15890.23828,N
ANON460,M,56903,17071,73974,30,55.08,UKH15,78502,90197,63688,1836,February ,15890.23828,N
ANON461,M,30196,3020,33216,10,43.42,UKM28,50067,70111,35837,1254,February ,15234.23828,N
ANON462,M,116692,12208,128900,10,52.92,UKC22,171217,210124,133183,4178,February ,14344.61328,N
ANON463,F,23677,7103,30780,30,53.83,UKH15,34740,42634,27023,848,February ,15890.23828,N
ANON464,M,29143,4757,33900,16,45.33,UKI53,45462,59600,33918,1157,February ,17086.07031,N
ANON465,M,87207,26162,113369,30,50.17,UKH15,127955,157031,99531,3122,February ,15890.23828,N
ANON466,M,59086,13214,72300,22,47.08,UKM38,92172,120835,68768,2345,February ,16095.20703,Y
ANON467,M,48781,11419,60200,23,48.67,UKM34,76097,99761,56774,1936,February ,14593.86719,N
ANON468,M,633582,190075,823657,30,57.33,UKJ25,874076,1004290,709124,20440,February ,24442.50781,Y
ANON469,M,47432,11568,59000,24,48.5,UKM36,73992,97002,55204,1883,February ,14616.55078,N
ANON470,M,173788,51812,225600,30,51.08,UKM23,254991,312935,198348,6222,February ,18452.5,N
ANON471,M,53103,15931,69034,30,51.08,UKM38,77915,95621,60608,1901,February ,16095.20703,N
ANON472,F,36770,3677,40447,10,41.58,UKM34,60967,85375,43639,1527,February ,14593.86719,N
ANON473,M,33053,3947,37000,12,44,UKM38,54804,76745,39228,1373,February ,16095.20703,N
ANON474,F,79120,7912,87032,10,42.17,UKM34,131186,183707,93901,3286,February ,14593.86719,N
ANON475,F,47518,14255,61773,30,59.42,UKH15,65555,75321,53184,1533,February ,15890.23828,N
ANON476,M,470172,110928,581100,24,49,UKH15,733451,961536,547214,18662,February ,15890.23828,N
ANON477,M,69249,20775,90024,30,51,UKL22,101606,124695,79035,2479,February ,16083.88281,N
ANON478,M,28686,8606,37292,30,54.83,UKM38,42090,51654,32740,1027,February ,16095.20703,N
ANON479,M,197269,41431,238700,21,47,UKM38,307732,403430,229593,7830,February ,16095.20703,Y
ANON480,F,24980,7494,32474,30,53.25,UKH15,36652,44981,28510,894,February ,15890.23828,N
ANON481,M,120988,12099,133087,10,38.67,UKH15,213167,318835,146419,5259,February ,15890.23828,N
ANON482,M,72801,18499,91300,25,48.58,UKH15,113567,148883,84730,2890,February ,15890.23828,N
ANON483,F,24444,2444,26888,10,44.58,UKM38,40530,56756,29011,1015,February ,16095.20703,Y
ANON484,M,39501,8699,48200,22,48.58,UKH15,61620,80782,45974,1568,February ,15890.23828,Y
ANON485,M,22046,4954,27000,22,47,UKH15,34391,45086,25658,875,February ,15890.23828,N
ANON486,F,43681,13104,56785,30,56.67,UKH15,60261,69239,48889,1409,February ,15890.23828,N
ANON487,M,273490,82047,355537,30,52.25,UKH15,401279,492465,312140,9792,February ,15890.23828,N
ANON488,M,32698,3270,35968,10,50.67,UKH15,47976,58878,37319,1171,February ,15890.23828,N
ANON489,M,210265,42135,252400,20,48.08,UKH15,328006,430007,244719,8346,February ,15890.23828,N
ANON490,M,403345,88755,492100,22,49.5,UKH15,629203,824870,469437,16009,February ,15890.23828,N
ANON491,F,13476,2124,15600,16,45.08,UKM37,21022,27559,15684,535,February ,17301.26563,N
ANON492,M,34487,9413,43900,27,48.75,UKH15,53798,70528,40138,1369,February ,15890.23828,N
ANON493,M,30087,5813,35900,19,58.67,UKH15,41507,47691,33674,971,February ,15890.23828,Y
ANON494,F,12807,2393,15200,19,46.75,UKM38,19978,26191,14906,508,February ,16095.20703,N
ANON495,F,188187,56456,244643,30,56,UKM38,259619,298295,210625,6071,February ,16095.20703,N
ANON496,F,59806,5981,65787,10,41.58,UKM35,99162,138862,70979,2484,February ,17252.75,N
ANON497,M,355911,106773,462684,30,57.33,UKM38,491007,564154,398346,11482,February ,16095.20703,Y
ANON498,M,66295,8005,74300,12,44.25,UKM36,109921,153929,78680,2753,February ,14616.55078,Y
ANON499,M,316973,95092,412065,30,57.75,UKJ36,437289,502434,354766,10226,February ,20162.10938,N
ANON500,M,62163,12637,74800,20,46.33,UKK11,96972,127128,72349,2467,February ,16212.61719,N
